"V1","V2"
"rebellatus",-0.110186605662849
"invicia",-0.110186605662849
"collegatus",-0.110186605662849
"procuratus",-0.110186605662849
"prefectum",-0.110186605662849
"p.r",-0.110186605662849
"salina",-0.110186605662849
"starius",-0.110186605662849
"cuilis",-0.110186605662849
"ques",-0.110186605662849
"ollegium",-0.110186605662849
"pisorium",-0.110186605662849
"brancaccius",-0.110186605662849
"absolutio",-0.110186605662849
"ciaccio",-0.110186605662849
"reginus",-0.110186605662849
"avionio",-0.110186605662849
"deservitium",-0.110186605662849
"aloquus",-0.110186605662849
"cuno",-0.110186605662849
"valitudo",-0.110186605662849
"sublimitas",-0.110186605662849
"assistentia",-0.110186605662849
"homis",-0.110186605662849
"provisus",-0.110186605662849
"significaminus",-0.110186605662849
"quetela",-0.110186605662849
"prodatio",-0.110186605662849
"provisirus",-0.110186605662849
"medus",-0.110186605662849
"subditor",-0.110186605662849
"tractus",-0.110186605662849
"factio",-0.110186605662849
"oricus",-0.110186605662849
"factis",-0.110186605662849
"nigrus",-0.110186605662849
"repertus",-0.110186605662849
"cclxxiiium",-0.110186605662849
"lxxxxv",-0.110186605662849
"fesulanis",-0.110186605662849
"ordinarie",-0.110186605662849
"castella",-0.110186605662849
"inscriptus",-0.110186605662849
"sigillatus",-0.110186605662849
"periculus",-0.110186605662849
"quilis",-0.110186605662849
"publicus",-0.110186605662849
"propono",-0.110186605662849
"marro",-0.110186605662849
"glonfaloneria",-0.110186605662849
"iacottius",-0.110186605662849
"canis",-0.110186605662849
"ulterus",-0.110186605662849
"iacottus",-0.110186605662849
"processura",-0.110186605662849
"nun",-0.110186605662849
"malicia",-0.110186605662849
"sagacitas",-0.110186605662849
"sus",-0.110186605662849
"locutio",-0.110186605662849
"oblocutor",-0.110186605662849
"aditio",-0.110186605662849
"turri",-0.110186605662849
"tottus",-0.110186605662849
"litera",-0.110186605662849
"florentinus",-0.110186605662849
"reginalis",-0.110186605662849
"tridium",-0.110186605662849
"xiium",-0.110186605662849
"blaxius",-0.110186605662849
"pella",-0.110186605662849
"forese",-0.110186605662849
"ungaries",-0.110186605662849
"ressio",-0.110186605662849
"galeottus",-0.110186605662849
"bundantia",-0.110186605662849
"murus",-0.110186605662849
"georgium",-0.110186605662849
"nouvus",-0.110186605662849
"biennium",-0.110186605662849
"extraordinarius",-0.110186605662849
"galaottus",-0.110186605662849
"oblator",-0.110186605662849
"alliquus",-0.110186605662849
"siquus",-0.110186605662849
"montepolicianus",-0.110186605662849
"pecunies",-0.110186605662849
"commendatio",-0.110186605662849
"erratus",-0.110186605662849
"suggestus",-0.110186605662849
"diminus",-0.110186605662849
"praticatus",-0.110186605662849
"viritus",-0.110186605662849
"pesens",-0.110186605662849
"quarteria",-0.110186605662849
"civitta",-0.110186605662849
"capitudinis",-0.110186605662849
"ordinandim",-0.110186605662849
"catalanus",-0.110186605662849
"fulcium",-0.110186605662849
"roggeriter",-0.110186605662849
"lictera",-0.110186605662849
"suspitio",-0.110186605662849
"parma",-0.110186605662849
"prodentum",-0.110186605662849
"brnabo",-0.110186605662849
"montevarchus",-0.110186605662849
"foro",-0.110186605662849
"arbitirium",-0.110186605662849
"lucium",-0.110186605662849
"caporalis",-0.110186605662849
"funus",-0.110186605662849
"lottus",-0.110186605662849
"ianuas",-0.110186605662849
"passaggium",-0.110186605662849
"maritimus",-0.110186605662849
"vinatteriia",-0.110186605662849
"ges",-0.110186605662849
"delocatio",-0.110186605662849
"francie",-0.110186605662849
"baldovonettus",-0.110186605662849
"reductio",-0.110186605662849
"regus",-0.110186605662849
"exiticius",-0.110186605662849
"familium",-0.110186605662849
"duratio",-0.110186605662849
"imitatio",-0.110186605662849
"remedus",-0.110186605662849
"regi",-0.101921092345567
"oculus",-0.100890896575284
"honor",-0.0890960647152734
"simil",-0.0879211664608981
"consilio",-0.087817157643232
"sapientis",-0.0872123576782127
"consultor",-0.0872123576782127
"comitas",-0.080823072177123
"pistorius",-0.0802130676870821
"amor",-0.0781738280490246
"iniusticia",-0.0781738280490246
"miniatus",-0.0752215769226452
"vallis",-0.0723156765513432
"stipendiarius",-0.070398857453208
"defensor",-0.0697411443380112
"devotio",-0.0671292931532968
"consors",-0.066650263136262
"dedecus",-0.0635420582678896
"bartholomeus",-0.0635420582678896
"xxv",-0.0601453643237542
"commendator",-0.0585673572928995
"ius",-0.051047598537989
"petitio",-0.0413874340216775
"montisagutus",-0.0410320370104847
"bonus",-0.041029452226747
"camerarius",-0.0370620468386494
"error",-0.0370620468386494
"custodia",-0.0344045000167719
"vulterranus",-0.0295130988157445
"homo",-0.0256183088885859
"pontificis",-0.0233654228433422
"brito",-0.0220368436729708
"laborerium",-0.0150114297652011
"rodulfus",-0.014753881329589
"electio",-0.0132232644648792
"victuale",-0.0114782578075267
"palatium",-0.00709932332296786
"lucas",-0.00320396410035647
"lapus",0.000413736267564159
"sactus",0.000413736267564159
"pauper",0.000413736267564159
"fideiusser",0.000413736267564159
"ordino",0.000413736267564159
"probus",0.000413736267564159
"ordinator",0.000413736267564159
"inobservantia",0.000413736267564159
"solicitudo",0.000413736267564159
"consortus",0.000413736267564159
"roggerius",0.000426091292718702
"castra",0.00512474789418047
"transitus",0.00871930105695972
"livellum",0.0103294242203235
"leonardus",0.013171176798218
"florentines",0.0145706673559255
"effectus",0.016778195609451
"preiudicium",0.0173399670352299
"remedium",0.0207337842310238
"clericus",0.0286786205298104
"procurator",0.0330271717734279
"bo",0.0330271717734279
"ieronimus",0.0330271717734279
"fortilicium",0.0330271717734279
"massilia",0.0330271717734279
"aurum",0.0330271717734279
"iiius",0.0330271717734279
"conductus",0.0338124532764477
"famulus",0.0365737170085091
"conductor",0.0374962510032559
"vicchius",0.0375856798700187
"balium",0.0375856798700187
"respectus",0.044966701634618
"socius",0.0449857145123228
"diligentia",0.0495013189527367
"inquisitio",0.0499447733796856
"provisio",0.0507896446966556
"populus",0.0537323254189503
"partis",0.0579126697590785
"victoria",0.0590969170968362
"exactio",0.0590969170968362
"mercator",0.0628346252538906
"mundus",0.0695655725300738
"sedecim",0.072147048795363
"cras",0.0727681097175295
"conservatio",0.0734205051892711
"quarterium",0.0757321190692755
"iohannes",0.0789468447775945
"relator",0.0796464552079247
"pistoriensis",0.0801965829783894
"baverie",0.0801965829783894
"mons",0.0840461967908761
"capitanus",0.086193926428045
"stas",0.088068189460769
"uxor",0.0904071936913852
"regulator",0.090968793913816
"ottonus",0.10101933261974
"comitis",0.10101933261974
"monteaguto",0.10101933261974
"rebannimentum",0.10101933261974
"tardus",0.10101933261974
"januarius",0.10101933261974
"secrestie",0.10101933261974
"aia",0.10101933261974
"bartolomeus",0.10101933261974
"beneplacitum",0.10101933261974
"proviso",0.10101933261974
"inposita",0.10101933261974
"comunitas",0.10101933261974
"rodolfus",0.10101933261974
"barnabo",0.10101933261974
"palanus",0.10101933261974
"tallia",0.10101933261974
"os",0.10101933261974
"a",0.10101933261974
"scambrum",0.10101933261974
"mesus",0.10101933261974
"conscia",0.10101933261974
"mando",0.10101933261974
"etia",0.10101933261974
"familus",0.10101933261974
"victualium",0.10101933261974
"itura",0.10101933261974
"casser",0.10101933261974
"absentia",0.10101933261974
"italus",0.10101933261974
"alienigena",0.10101933261974
"montaneus",0.10101933261974
"oretener",0.10101933261974
"vero",0.10101933261974
"potetia",0.10101933261974
"salvitas",0.10101933261974
"ianuarum",0.10101933261974
"del",0.10101933261974
"bene",0.10101933261974
"riccardus",0.10101933261974
"amicicium",0.10101933261974
"subsidia",0.10101933261974
"tenuta",0.10101933261974
"scortus",0.10101933261974
"patium",0.10101933261974
"illus",0.10101933261974
"ianua",0.10101933261974
"examinatio",0.10101933261974
"eccla",0.10101933261974
"castellarum",0.10101933261974
"montisfeltra",0.10101933261974
"heres",0.10101933261974
"bucella",0.10101933261974
"conscius",0.10101933261974
"illiduo",0.10101933261974
"scipium",0.10101933261974
"provatus",0.10101933261974
"exitus",0.10101933261974
"convocatio",0.10101933261974
"pu",0.10101933261974
"adequatio",0.10101933261974
"oneratus",0.10101933261974
"agrifolio",0.10101933261974
"pus",0.10101933261974
"on",0.10101933261974
"heucaristia",0.10101933261974
"rubeus",0.10101933261974
"corporis",0.10101933261974
"sol",0.10101933261974
"gabelllum",0.10101933261974
"posser",0.10101933261974
"loca",0.10101933261974
"habitatio",0.10101933261974
"sto",0.10101933261974
"patrimonus",0.10101933261974
"nonagintasex",0.10101933261974
"petitus",0.10101933261974
"vulterannus",0.10101933261974
"avillarious",0.10101933261974
"nserinmesser",0.10101933261974
"commuus",0.10101933261974
"laurentus",0.10101933261974
"providentia",0.10101933261974
"giunigia",0.10101933261974
"nebulem",0.10101933261974
"nisus",0.10101933261974
"sotietas",0.10101933261974
"mittatio",0.10101933261974
"mansurus",0.10101933261974
"rome",0.10101933261974
"contraium",0.10101933261974
"bullettinus",0.10101933261974
"gambacurtis",0.10101933261974
"goruccius",0.10101933261974
"anglie",0.10101933261974
"johnnes",0.10101933261974
"petribo",0.10101933261974
"suspensio",0.10101933261974
"ferrarie",0.10101933261974
"raptura",0.10101933261974
"niger",0.10101933261974
"gambacurtus",0.10101933261974
"conquestio",0.10101933261974
"inurium",0.10101933261974
"ablatus",0.10101933261974
"itarus",0.10101933261974
"simonem",0.10101933261974
"salen",0.10101933261974
"luce",0.10101933261974
"reconciliatio",0.10101933261974
"q",0.10101933261974
"enormia",0.10101933261974
"martius",0.10101933261974
"maius",0.10101933261974
"spinellus",0.10101933261974
"versavex",0.10101933261974
"mozis",0.10101933261974
"roggerium",0.10101933261974
"eriganiman",0.10101933261974
"proruser",0.10101933261974
"trecentum",0.10101933261974
"quatuorcentum",0.10101933261974
"quingentum",0.10101933261974
"homicidium",0.10101933261974
"potanria",0.10101933261974
"carolo",0.10101933261974
"mentio",0.10101933261974
"anno",0.10101933261974
"pcus",0.10101933261974
"pector",0.10101933261974
"quantitus",0.10101933261974
"maturus",0.10101933261974
"adminus",0.10101933261974
"co",0.10101933261974
"ituris",0.10101933261974
"licencia",0.10101933261974
"montegemolus",0.10101933261974
"intotus",0.10101933261974
"castrus",0.10101933261974
"predecessor",0.10101933261974
"exonero",0.10101933261974
"cittadinantia",0.10101933261974
"sacculum",0.10101933261974
"ciutus",0.10101933261974
"venturo",0.10101933261974
"tranquillitas",0.10101933261974
"damnatus",0.10101933261974
"corsina",0.10101933261974
"querimonia",0.10101933261974
"romane",0.10101933261974
"officilis",0.10101933261974
"bargellus",0.10101933261974
"staggium",0.10101933261974
"ragioneria",0.10101933261974
"exequus",0.10101933261974
"vulpinus",0.10101933261974
"ppraticus",0.10101933261974
"presentatio",0.10101933261974
"republicus",0.10101933261974
"excommunicatio",0.10101933261974
"faventie",0.10101933261974
"vulterries",0.10101933261974
"liberttais",0.10101933261974
"negocia",0.10101933261974
"maior",0.10101933261974
"frantia",0.10101933261974
"regulo",0.10101933261974
"potestarie",0.10101933261974
"descriptio",0.10101933261974
"siquis",0.10101933261974
"ramalduccius",0.10101933261974
"mateliga",0.10101933261974
"salvus",0.10101933261974
"galeotto",0.10101933261974
"restantia",0.10101933261974
"pistrorium",0.10101933261974
"diffidentia",0.10101933261974
"comissio",0.10101933261974
"patrie",0.10101933261974
"ferrarius",0.10101933261974
"gherardinus",0.10101933261974
"collensus",0.10101933261974
"barga",0.10101933261974
"opizio",0.10101933261974
"bartolus",0.10101933261974
"dietus",0.10101933261974
"nox",0.10101933261974
"brandaglus",0.10101933261974
"flamma",0.10101933261974
"brandaglia",0.10101933261974
"loglanus",0.10101933261974
"iusticie",0.10101933261974
"guadagnus",0.10101933261974
"cancellarium",0.10101933261974
"vigintiquator",0.10101933261974
"secretarius",0.10101933261974
"reliquus",0.10101933261974
"limitatus",0.10101933261974
"capella",0.10101933261974
"clementia",0.10101933261974
"tollus",0.10101933261974
"pudor",0.10101933261974
"corsinis",0.10101933261974
"rescriptus",0.10101933261974
"coderonco",0.10101933261974
"simeotto",0.10101933261974
"scarlattus",0.10101933261974
"falco",0.10101933261974
"re",0.10101933261974
"familie",0.10101933261974
"severius",0.10101933261974
"arteius",0.10101933261974
"families",0.10101933261974
"laudus",0.10101933261974
"secretarum",0.10101933261974
"domo",0.10101933261974
"responsive",0.10101933261974
"circulum",0.10101933261974
"apotheca",0.10101933261974
"dictus",0.10101933261974
"conspectus",0.10101933261974
"capitudines",0.10101933261974
"castigatio",0.10101933261974
"culpabilis",0.10101933261974
"capellus",0.10101933261974
"paene",0.10101933261974
"placeo",0.10101933261974
"cllegium",0.10101933261974
"monitas",0.10101933261974
"offica",0.10101933261974
"triduum",0.10101933261974
"magna",0.10101933261974
"consor",0.10101933261974
"secuturus",0.10101933261974
"triennium",0.10101933261974
"rossus",0.10101933261974
"nemicus",0.10101933261974
"mediolanus",0.103250675757929
"arcis",0.104578703543546
"status",0.104612481149804
"malaspinus",0.106348491225587
"andrea",0.106348491225587
"resposio",0.106348491225587
"presens",0.106348491225587
"ps",0.106348491225587
"pagus",0.106348491225587
"verecundia",0.106348491225587
"ignis",0.106348491225587
"quetsio",0.106348491225587
"monitor",0.106348491225587
"pacificatio",0.106348491225587
"sors",0.106348491225587
"hostiarius",0.108245876561035
"civitas",0.108577837504198
"octo_guerer",0.108756571062305
"comitatus",0.115254197169172
"macellus",0.118949605808039
"veritas",0.124515694295422
"inimicus",0.127275827046896
"guidus",0.128422735229538
"bononies",0.128422735229538
"taddeus",0.128422735229538
"litterae",0.128422735229538
"roma",0.128422735229538
"arrotor",0.136014281179888
"frons",0.136014281179888
"mantuanus",0.136014281179888
"fideiussor",0.136014281179888
"popularis",0.136618601302529
"salviatus",0.139200844391746
"delictum",0.139200844391746
"mercatus",0.14032949448424
"officium",0.140785903745859
"vox",0.140806117818134
"dux",0.142615271288167
"octus",0.142946313491399
"castellanus",0.145664429109698
"numerus",0.146018304013898
"modificatio",0.14612990940086
"postea",0.147300422185871
"amator",0.147737741796307
"furtum",0.147737741796307
"factum",0.150208800777063
"pars",0.151222946103455
"littera",0.153592249828187
"ragionerium",0.153957595986808
"basilea",0.154088390310496
"signoria",0.154088390310496
"sena",0.156108170597536
"lex",0.158810096245303
"ars",0.158810096245303
"maiestas",0.16277090093869
"utilitas",0.164052267414622
"sapientes",0.16419955043828
"riccardinus",0.16419955043828
"parens",0.16419955043828
"carnium",0.164807226153168
"octo",0.166996635868715
"gonfaloniere",0.168078889374133
"indignatio",0.170832438699454
"tempus",0.171382354049254
"futurum",0.173893940463551
"nuovus",0.17850236581942
"missa",0.178875431731596
"donatus",0.179795872836226
"prior",0.179979002306306
"milium",0.18097017639677
"partitus",0.182912051252519
"simon",0.18794862650932
"sapiens",0.188532111455107
"informatio",0.189178140576539
"marchius",0.191988685220864
"padua",0.196625322509385
"concordie",0.202760955186247
"equus",0.202760955186247
"bologna",0.203780465493092
"res",0.208741969778489
"tracto",0.210606522623421
"communis",0.211766496947072
"ursina",0.212011518617604
"manus",0.212269471425367
"praticus",0.212980170420378
"tractatus",0.215671463060728
"collatus",0.217900019680444
"faba",0.218598514963628
"perugia",0.219120473845142
"civis",0.222602627502647
"geminianus",0.224917823343937
"balis",0.226083076878416
"volterra",0.226287974206302
"forma",0.228631695782952
"officialis",0.230333357316994
"curia",0.232112189388175
"arezzo",0.233080396939695
"missus",0.234281695944763
"negocium",0.238660422400425
"processus",0.239426583894498
"pecunia",0.240479041421129
"inceptum",0.241858185814252
"sententia",0.245248363244587
"magister",0.252491606367935
"annus",0.25501686080963
"parlamentum",0.256670138357379
"tuba",0.256670138357379
"luminarium",0.256670138357379
"lercianus",0.256670138357379
"facilis",0.256670138357379
"voluntas",0.256860407549309
"secreto",0.257078960373763
"responsis",0.25754904029994
"frumentum",0.261673899137542
"verbum",0.262871801183247
"luchinus",0.264103913600094
"arma",0.264789229069151
"venetus",0.26567701725296
"terra",0.269094116774235
"fieret",0.272581045080024
"restitutio",0.272665007570016
"excusatio",0.273074065959635
"quantitas",0.273587599974837
"fiat",0.273830617864729
"balia",0.276841172529309
"dictum",0.278424049272249
"iter",0.283504118307552
"responsum",0.28591911621352
"octo_balies",0.293681708215451
"alis",0.2945466465798
"licentia",0.295256828568186
"concordia",0.297387120250365
"venditio",0.298297909429429
"ragionerius",0.300139985570796
"modus",0.300203212891944
"multum",0.301211367371287
"deus",0.30257930894148
"multus",0.309318624800155
"onus",0.309318624800155
"turbatio",0.309318624800155
"fortilitia",0.309373739880449
"guillelmus",0.312604439675007
"florence",0.313108517699566
"granum",0.313182892830356
"materie",0.314053671316739
"petitius",0.314053671316739
"observatio",0.321331855901629
"prorogatio",0.323103855744742
"causa",0.325480850110356
"consilium",0.330965042621143
"tuta",0.331171955565209
"orator",0.331377267547712
"filippus",0.332490851193766
"honestas",0.33419192279925
"ago",0.33419192279925
"discus",0.33419192279925
"responsio",0.334654942499859
"primus",0.335265067354163
"collegium",0.337792706248454
"doctor",0.339130161730978
"bellum",0.339503494718442
"bestia",0.341275708251767
"potens",0.342957153627456
"custos",0.342957153627456
"secretum",0.344452608821745
"iacobus",0.346950840759676
"campana",0.349079059751919
"pena",0.3511928704366
"guerra",0.35849605305215
"marchio",0.364197668695363
"monitus",0.365470510786175
"electus",0.36611097033922
"cura",0.36611097033922
"scriptura",0.36611097033922
"cessatio",0.36611097033922
"totus",0.373830080911008
"piscia",0.376565879309087
"bernabus",0.37742007341565
"materia",0.379456171236428
"collega",0.380015630327886
"ordinamentum",0.381311236869713
"octo_balia",0.381509010769016
"episcopus",0.382033470325485
"dispositio",0.382875699534891
"pratus",0.383442886097906
"relatio",0.383442886097906
"novitas",0.384546443722631
"fides",0.38556608050302
"anglicus",0.387046726109855
"milla",0.389244049164479
"adventus",0.389402298076613
"decem_libertas",0.389673872162363
"admiratio",0.390828844336305
"executio",0.39351118905289
"offitialis",0.39366756490539
"armus",0.39366756490539
"hanibal",0.39366756490539
"colligatum",0.39366756490539
"condemnatio",0.39366756490539
"murmuratio",0.39366756490539
"regina",0.394498033393331
"liga",0.396438767123468
"johannus",0.398453090351799
"arrotus",0.398453090351799
"benedictus",0.398453090351799
"probes",0.398453090351799
"mos",0.398453090351799
"arnus",0.402481724665276
"salus",0.404273176310975
"xvus",0.407418969297715
"cancellarius",0.407418969297715
"taxatio",0.407418969297715
"consultum",0.414472388609303
"commune",0.414579048944663
"modium",0.415490648763735
"probius",0.420302414876943
"francia",0.424254855931971
"imum",0.424439455263081
"veneo",0.424439455263081
"gabella",0.428389191556207
"papa",0.430783878902961
"vinum",0.432197532857014
"potentia",0.433115371126534
"capitaneis_partis",0.433847810329717
"suspicio",0.434803608485569
"remissio",0.436250639284424
"pax",0.438251373669647
"decem",0.439446167146004
"mensis",0.440965300000267
"urbs",0.44764185578357
"pazinus",0.448965391523182
"dies",0.450471032547886
"iium",0.451994953023228
"locatio",0.451994953023228
"unitas",0.453359359979
"abundantia",0.453719727567178
"libertas",0.455410474045757
"vir",0.457661405418487
"trincia",0.45806568094016
"curium",0.458457321848977
"colligator",0.462692118671088
"familia",0.468296855696183
"inequalitas",0.472499008230908
"portarium",0.472499008230908
"conductio",0.472499008230908
"interdictus",0.472499008230908
"camera",0.472499008230908
"dubitatio",0.472499008230908
"displicentia",0.472499008230908
"opera",0.472499008230908
"fenerator",0.472499008230908
"districtualis",0.472499008230908
"imolis",0.472499008230908
"florentiolus",0.472499008230908
"placere",0.472499008230908
"remuneratio",0.472499008230908
"operatus",0.472499008230908
"collegius",0.475425840912712
"collegia",0.476207422793323
"andreas",0.481185456618398
"ghibelline",0.482143448713587
"alexandro",0.482218715514743
"gens",0.485249867393137
"scandalum",0.488751374438421
"francescus",0.493430899017936
"franciscus",0.493430899017936
"vicis",0.493430899017936
"legatus",0.493430899017936
"octo_balie",0.49382269912781
"bernardus",0.494677270612203
"destructio",0.494677270612203
"capitaneus",0.505286514922746
"arcus",0.507375614573809
"innocentia",0.510143543443008
"necessitas",0.511504002673463
"magnus",0.512501475773732
"arbitrium",0.513920514945424
"via",0.516742529620344
"abbas",0.517182919537793
"exoneratio",0.52012289924608
"amicus",0.5208274289107
"bernabone",0.521369120629882
"person",0.521369120629882
"operarius",0.523112835887148
"territorium",0.526635701143297
"colloqium",0.527401116802089
"periculum",0.528352589742631
"princeps",0.529582962213251
"intentio",0.530938103055247
"ubertinus",0.531840544298966
"rex",0.533542170918135
"circa",0.534042642467668
"nihil",0.537405526377496
"favor",0.537602514232992
"ecclesia",0.54112387290707
"ghinus",0.543119950573745
"franci",0.543119950573745
"pistoia",0.548867967439057
"circus",0.549349584540432
"sindicatus",0.54935038426377
"laicus",0.562457690533453
"iusticia",0.562915481648153
"hostis",0.563789601312773
"mediolanum",0.566314191168004
"colligatus",0.566851919072434
"mare",0.56752006657209
"bononiensis",0.568409140676788
"mullium",0.569247280830529
"viium",0.569247280830529
"turchio",0.569247280830529
"confirmatio",0.569247280830529
"montecatinus",0.569247280830529
"dulx",0.569247280830529
"extractus",0.569247280830529
"opizus",0.570146906944895
"barge",0.570146906944895
"benivolentia",0.570146906944895
"guelf",0.57197155892152
"fiant",0.572632155197241
"antianus",0.575649356638161
"auxilium",0.575649356638161
"december",0.584799575368318
"sufficientia",0.587689303433061
"defensio",0.588375461079425
"castrum",0.588414428914608
"austrie",0.589172986009212
"ubaldinus",0.591304185166066
"alexander",0.598980262830099
"brunus",0.598980262830099
"novum",0.598980262830099
"gestum",0.598980262830099
"corpus",0.598980262830099
"confector",0.598980262830099
"solemnus",0.598980262830099
"prandium",0.598980262830099
"declaratio",0.598980262830099
"marchus",0.598980262830099
"unio",0.601360049158805
"finis",0.604678207890849
"dissensio",0.607017368763074
"impedimentum",0.607943162121279
"imo",0.613982939447439
"lombardia",0.617069673712618
"praestantia",0.621761316887865
"copia",0.624014077946484
"pontifex",0.624687039777021
"propositum",0.625526678638414
"ulfus",0.625526678638414
"bonum",0.628973919491174
"collegis",0.629134848660239
"securitas",0.63052922680969
"caroli",0.635180354676996
"eques",0.639537544794709
"servitium",0.643575277197706
"properme",0.645505527000888
"d",0.647256281374789
"boscola",0.647256281374789
"ianuensen",0.647256281374789
"hospicium",0.650283887609554
"tutus",0.652782233565838
"societas",0.653898176635062
"colligas",0.655137799598835
"carnis",0.655137799598835
"opiza",0.655137799598835
"versus",0.655137799598835
"avillarium",0.655137799598835
"iur",0.655137799598835
"divisio",0.656227384751357
"commissio",0.657703315205145
"galea",0.659573489967944
"assumptio",0.660710586452982
"bladus",0.668105191045762
"capitulum",0.668972344230885
"johannes",0.670257956939475
"mandatum",0.671818012021401
"amicicia",0.675484015043844
"reverentia",0.682747813315267
"omis",0.684764971606392
"reparatio",0.684764971606392
"debus",0.686304270387897
"castellum",0.691959312493094
"commo",0.693517405357596
"resistentia",0.698148872607503
"arcium",0.701228183293723
"thomas",0.702412071944001
"pisanus",0.702412071944001
"venetor",0.705616057000882
"bernabo",0.716754191427963
"sollicitudo",0.723543907687702
"colloquium",0.726980817590871
"reversio",0.727276465446173
"macellarius",0.737027848447465
"tuscia",0.737445144219279
"severinus",0.741149312537638
"taxa",0.745758671899741
"cardinalis",0.745758671899741
"pisanis",0.747628231347616
"magnaminus",0.747628231347616
"sindico",0.747628231347616
"advocas",0.747628231347616
"aro",0.747628231347616
"certitudo",0.747628231347616
"machiavella",0.747628231347616
"riccus",0.747628231347616
"buffo",0.747628231347616
"germanus",0.747628231347616
"rinierus",0.747628231347616
"ragionerii",0.747628231347616
"alpunus",0.747628231347616
"exactor",0.747628231347616
"iulium",0.747628231347616
"assisinatus",0.747628231347616
"marcellus",0.747628231347616
"apulia",0.747628231347616
"unieo",0.747628231347616
"pontifix",0.747628231347616
"pactum",0.747628231347616
"distrittualis",0.747628231347616
"mo",0.747628231347616
"quanitus",0.747628231347616
"baliste",0.747628231347616
"catrus",0.747628231347616
"alie",0.747628231347616
"offitcalis",0.747628231347616
"prestantue",0.747628231347616
"salimbenus",0.747628231347616
"adunator",0.747628231347616
"frustrator",0.747628231347616
"prestantiarium",0.747628231347616
"prefixio",0.747628231347616
"vita",0.747628231347616
"proximus",0.747628231347616
"bellu",0.747628231347616
"estas",0.747628231347616
"turbo",0.747628231347616
"obviatio",0.747628231347616
"fidis",0.747628231347616
"mutuus",0.747628231347616
"xxxiium",0.747628231347616
"collocutor",0.747628231347616
"petra",0.747628231347616
"veneti",0.747628231347616
"dispositus",0.747628231347616
"omnia",0.748759870510548
"casus",0.753936038204744
"visus",0.753936038204744
"patrimonium",0.753936038204744
"excusatus",0.753936038204744
"vicchus",0.753936038204744
"imola",0.753936038204744
"collegio",0.753936038204744
"praeiudicium",0.753936038204744
"sanctus",0.772948285033473
"obedientia",0.774274340895107
"veterus",0.783192241764992
"teutonica",0.783192241764992
"vis",0.783476123529065
"christus",0.787991255783111
"materius",0.787991255783111
"sapientum",0.7937019838732
"pors",0.794000043957008
"sumptus",0.794000043957008
"vigorose",0.794000043957008
"drappus",0.794000043957008
"tenor",0.794000043957008
"litter",0.794000043957008
"amissio",0.794000043957008
"confusio",0.794000043957008
"sal",0.794000043957008
"nuntio",0.794000043957008
"cavalcantus",0.794000043957008
"ulterium",0.796836177774233
"subsidium",0.81066314337236
"consensus",0.812524347172599
"stipendium",0.81653296561937
"presentia",0.820035786940789
"ferraria",0.828164350237958
"ambasciator",0.828910670749089
"heri",0.828910670749089
"britonus",0.838855196205325
"treugua",0.839292658272912
"donum",0.842447320171924
"interdictum",0.849492426316361
"solidus",0.855610641548538
"complementum",0.861536040553167
"protestas",0.861536040553167
"brachium",0.861536040553167
"peruza",0.861536040553167
"rechestus",0.861536040553167
"debitum",0.861536040553167
"domina",0.861536040553167
"raimondus",0.861536040553167
"lvus",0.861536040553167
"cera",0.861536040553167
"missio",0.861536040553167
"iure",0.861536040553167
"octo_gueo",0.861536040553167
"cautio",0.861536040553167
"tomasius",0.861536040553167
"subtilitas",0.861536040553167
"molendinum",0.861536040553167
"marsilius",0.861536040553167
"sezanus",0.861536040553167
"carcer",0.861536040553167
"accessus",0.861536040553167
"guccium",0.861536040553167
"senensen",0.861536040553167
"cursor",0.861536040553167
"xx",0.862978051923274
"exemplum",0.86832642913825
"livella",0.872627702682513
"octo_guerrus",0.872627702682513
"iuridex",0.872627702682513
"bannus",0.872627702682513
"contrarium",0.872627702682513
"qd",0.87688070608463
"moneta",0.880320717822047
"italius",0.881787377185795
"us",0.882518590672214
"balistarius",0.895246583113995
"nomen",0.895966437371723
"tute",0.900886762846035
"mors",0.900886762846035
"discretus",0.916035583059268
"vincio",0.916035583059268
"procedus",0.916035583059268
"rebeus",0.916035583059268
"cremona",0.916035583059268
"laurenter",0.916035583059268
"chiarozus",0.916035583059268
"sala",0.916035583059268
"facies",0.916035583059268
"monasterium",0.916035583059268
"hominus",0.916035583059268
"beneficia",0.916035583059268
"cardinalus",0.916035583059268
"vulterraria",0.916035583059268
"transeundus",0.916035583059268
"proponitus",0.916035583059268
"allegatus",0.916035583059268
"fortilicia",0.916035583059268
"leticia",0.916035583059268
"sonitus",0.916035583059268
"notificatio",0.916035583059268
"sonus",0.916035583059268
"facta",0.916035583059268
"pentitio",0.916035583059268
"simeottus",0.916035583059268
"lesio",0.916035583059268
"livellorum",0.916035583059268
"colloqua",0.916035583059268
"ablas",0.916035583059268
"mens",0.916035583059268
"singnus",0.916035583059268
"carcero",0.916035583059268
"grimaldis",0.916035583059268
"defesio",0.916035583059268
"adversarium",0.916035583059268
"medius",0.916035583059268
"sublevatio",0.916035583059268
"peresentia",0.916035583059268
"filipp",0.916035583059268
"theutonicus",0.916035583059268
"probium",0.916621791779916
"beneficium",0.932971554339014
"montisfeltrarius",0.93372712490058
"ap",0.939631553556993
"ostentatio",0.939631553556993
"capitaneatus",0.939631553556993
"anthonus",0.939631553556993
"bena",0.939631553556993
